,user,futureSelf,goal,conversation_level,profile,age,timezone,chatnumber,date,program,dialogueId,messageId,timestamp,phase,interaction,user_status,start_mood,member,user_assigned_ratings,textfull,botresponse,botquestion,user_assigned_feedback
0,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,personal_purpose,ij7F0IbxXGK7y8QUAhPR,cr34viz20a29mpAZkkLi,2023-01-01 16:58:08+00:00,general,app,active,,user,,I want to improve Leadership,,,
1,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,performance,ij7F0IbxXGK7y8QUAhPR,eVtHvVtToRx6LzYoVJzC,2023-01-01 16:58:17+00:00,general,app,active,,user,,"I aspire to be a person who is ambitious, future-oriented, and who takes on projects.",,,
2,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,focus,ij7F0IbxXGK7y8QUAhPR,XZmYsl9Farw2oTNo17Kr,2023-01-01 16:58:18+00:00,general,app,active,,user,,I want to start with tasks,,,
3,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,personal_purpose,ij7F0IbxXGK7y8QUAhPR,dChfjN65BcToejLZGTQT,2023-01-01 16:58:21+00:00,general,app,active,,user,,I'm ready for my self-assessment,,,
4,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,strategic_thinking,ij7F0IbxXGK7y8QUAhPR,9bfKg3FiWqKVYRoOVRJf,2023-01-01 16:58:48+00:00,general,app,active,,user,,I want to improve Visionary Thinking,,,
5,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,entrepreneurship,ij7F0IbxXGK7y8QUAhPR,enKcsARPEyxJ78YANKoe,2023-01-01 16:58:53+00:00,general,app,active,,user,,I want to improve Entrepreneurship,,,
6,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,personal_purpose,ij7F0IbxXGK7y8QUAhPR,2MlHh1t12EfzEn0z8kY4,2023-01-01 16:58:57+00:00,general,app,active,,user,,I want to improve Confidence,,,
7,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,strategic_thinking,ij7F0IbxXGK7y8QUAhPR,3rJ1dig5pa2C4J39oVyX,2023-01-01 16:59:04+00:00,general,app,active,,user,,I want to start with I am ready,,,
8,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,personal_purpose,ij7F0IbxXGK7y8QUAhPR,9qVFjzkRkNwLCP8OXBLf,2023-01-01 16:59:15+00:00,general,app,active,,user,,personal purpose,,,
9,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,personal_purpose,ij7F0IbxXGK7y8QUAhPR,mBf6bCJPn567DD1M7kmN,2023-01-01 16:59:19+00:00,general,app,active,,user,,I want to improve Leadership,,,
10,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,strategic_thinking,ij7F0IbxXGK7y8QUAhPR,boKT2ZJ4WJ42Zij1nhCY,2023-01-01 16:59:23+00:00,general,app,active,,user,,I want to start with I am ready,,,
11,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,strategic_thinking,ij7F0IbxXGK7y8QUAhPR,EAgNDH20msIpLrVcqIUP,2023-01-01 16:59:35+00:00,general,app,active,,user,,Meaning. I want to sharpen my ability to think and make decisions.,,,
12,tsjIR8LJJXVXDg4XhooICNmAknl2,The Rock,My goal is to be seen as a reliable and dedicated individual.,1,executive,29 to 99,Australia/Sydney,1,2023-01-03 03:05:19.277000+00:00,building_relationships,ij7F0IbxXGK7y8QUAhPR,Jv9JkhGiVrxTNxhcKBUS,2023-01-01 16:59:36+00:00,general,app,active,,user,,I want to improve Network and Relations,,,
