,user,futureSelf,goal,conversation_level,profile,age,timezone,chatnumber,date,program,dialogueId,messageId,timestamp,phase,interaction,user_status,start_mood,member,user_assigned_ratings,textfull,botresponse,botquestion,user_assigned_feedback
0,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,focus,MZExSoYilyG4EcGsEa46,rT3NB85p0r9yj0N8WQ0i,2023-02-26 19:58:06+00:00,general,app,active,,user,,I want to start with tasks,,,
1,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,mental_wellness,MZExSoYilyG4EcGsEa46,swnrTtLgqhysvZlr11F7,2023-02-26 19:58:11+00:00,general,app,active,,user,,I'm ready Start reflection routine,,,
2,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,building_relationships,MZExSoYilyG4EcGsEa46,PfjWQTTBdHXgXL5HC4CN,2023-02-26 19:58:13+00:00,general,app,active,,user,,I want to start with people,,,
3,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,courage,MZExSoYilyG4EcGsEa46,lcnLTpvqxlafPRfSlvRO,2023-02-26 19:58:27+00:00,general,app,active,,user,,I want to improve Confidence,,,
4,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,focus,MZExSoYilyG4EcGsEa46,upkPu6gaOnYY4bUJajmQ,2023-02-26 19:58:30+00:00,general,app,active,,user,,I want to start with tasks,,,
5,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,building_relationships,MZExSoYilyG4EcGsEa46,vVsWgNl3ho5JiSRVI5xi,2023-02-26 19:58:31+00:00,general,app,active,,user,,"As a person, I want to have experiences, adventures and develop my network.",,,
6,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,focus,MZExSoYilyG4EcGsEa46,9JsV4aJR0PD5ceTPTEf6,2023-02-26 19:58:40+00:00,general,app,active,,user,,I want to improve Focus,,,
7,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,strategic_thinking,MZExSoYilyG4EcGsEa46,Wd9kkSi7LAg0zIbYD3oE,2023-02-26 19:58:41+00:00,general,app,active,,user,,I want to start with I am ready,,,
8,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,open_mind,MZExSoYilyG4EcGsEa46,OvtfOrlpezXZNmkAxkeJ,2023-02-26 19:58:59+00:00,general,app,active,,user,,I want to improve Open Mind,,,
9,spxcJA7Gzwc0xgNnYQN93l6jH6j1,The Networker,"As a person, I want to have experiences, adventures and develop my network.",1,professional,19 to 99,America/New_York,1,2023-02-28 00:08:18.942000+00:00,active_listening,MZExSoYilyG4EcGsEa46,4ucdEs1VmZ9bdY0R40kQ,2023-02-26 19:59:08+00:00,general,app,active,,user,,I want to improve Active Listening,,,
