,user,futureSelf,goal,conversation_level,profile,age,timezone,chatnumber,date,program,dialogueId,messageId,timestamp,phase,interaction,user_status,start_mood,member,user_assigned_ratings,textfull,botresponse,botquestion,user_assigned_feedback
0,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,strategic_thinking,PzmMCYHB1lozPRxnFiSY,ynHMYVsc827TflT1KUG3,2023-01-01 08:58:15+00:00,general,app,active,,user,,I want to start with I am ready,,,
1,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,building_relationships,PzmMCYHB1lozPRxnFiSY,Kb7al3O5wJauYaHogoyC,2023-01-01 08:58:17+00:00,general,app,active,,user,,I want to start with people,,,
2,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,personal_purpose,PzmMCYHB1lozPRxnFiSY,OtIZHAmbg3DZaAWIgEzI,2023-01-01 08:58:28+00:00,general,app,active,,user,,I want to improve Leadership,,,
3,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,empowerment,PzmMCYHB1lozPRxnFiSY,qA5soQiCVh8KmtKwKJ9v,2023-01-01 08:58:37+00:00,general,app,active,,user,,My goal is to be a persuasive and charismatic leader.,,,
4,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,positive_thinking,PzmMCYHB1lozPRxnFiSY,aHuXTPNtRNV7K6CLTYhE,2023-01-01 08:58:57+00:00,general,app,active,,user,,Positive Emotions. I want to develop a positive mental outlook.,,,
5,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,positive_thinking,PzmMCYHB1lozPRxnFiSY,VQfJTg7T3zTkRtbXH1R4,2023-01-01 08:58:59+00:00,general,app,active,,user,,Positive Emotions. I want to develop a positive mental outlook.,,,
6,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,personal_purpose,PzmMCYHB1lozPRxnFiSY,iH9uYHsAq8IVYv9C6BYr,2023-01-01 08:59:06+00:00,general,app,active,,user,,Confidence,,,
7,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,focus,PzmMCYHB1lozPRxnFiSY,55kJBbX0xIXbRU6YYHsJ,2023-01-01 08:59:10+00:00,general,app,active,,user,,I want to improve Focus,,,
8,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,continuous_learning,PzmMCYHB1lozPRxnFiSY,yoQA1SZYWGt7fBkG2cBM,2023-01-01 08:59:32+00:00,general,app,active,,user,,I want to take my driver's learners permit within the next weeks,,,
9,l0BhehDBOUgeFZmjSJIzLoD61KJ3,The Mastermind, I will savor the simple pleasures of life and I will feel gratitude for all the good things in life.,1,executive,29 to 99,America/New_York,1,2023-01-02 19:09:57.739000+00:00,personal_purpose,PzmMCYHB1lozPRxnFiSY,i9ys379ozlbRbp8uDa68,2023-01-01 08:59:39+00:00,general,app,active,,user,,I want to improve Resilience,,,
